#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.21,4.67
2,1000,0.22,8.93
4,1000,0.22,18.25
8,1000,0.22,36.39
16,1000,0.22,73.02
32,1000,0.30,108.35
64,1000,0.28,228.61
128,1000,0.36,354.05
256,1000,0.39,657.91
512,1000,0.47,1080.12
1024,1000,0.57,1804.43
2048,1000,0.79,2604.84
4096,1000,1.15,3548.98
8192,1000,1.91,4283.90
16384,1000,2.96,5530.02
32768,1000,4.75,6896.91
65536,640,8.11,8081.02
131072,320,14.65,8946.06
262144,160,14.14,18533.99
524288,80,26.26,19962.17
1048576,40,60.73,17266.35
2097152,20,159.54,13145.21
4194304,10,356.31,11771.53
8388608,5,1005.22,8345.07
16777216,2,2609.03,6430.44
33554432,1,5823.89,5761.51
67108864,1,11952.38,5614.68
134217728,1,23997.76,5592.93
268435456,1,47195.79,5687.70
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.23,4.33
2,1000,0.22,9.06
4,1000,0.25,16.20
8,1000,0.24,33.80
16,1000,0.23,70.17
32,1000,0.28,113.22
64,1000,0.27,234.00
128,1000,0.37,348.82
256,1000,0.39,659.51
512,1000,0.47,1095.34
1024,1000,0.58,1760.85
2048,1000,0.79,2593.89
4096,1000,1.16,3523.53
8192,1000,1.92,4260.53
16384,1000,3.00,5455.27
32768,1000,4.80,6832.44
65536,640,8.16,8030.95
131072,320,14.70,8919.38
262144,160,14.26,18388.88
524288,80,26.34,19901.16
1048576,40,61.28,17112.59
2097152,20,158.95,13193.39
4194304,10,355.44,11800.41
8388608,5,1006.64,8333.30
16777216,2,2610.28,6427.37
33554432,1,5807.59,5777.69
67108864,1,11932.98,5623.81
134217728,1,24013.40,5589.29
268435456,1,47182.55,5689.30
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.52
2,1000,0.23,8.88
4,1000,0.22,18.00
8,1000,0.22,35.72
16,1000,0.22,71.19
32,1000,0.28,116.00
64,1000,0.29,219.78
128,1000,0.36,358.03
256,1000,0.38,665.95
512,1000,0.46,1101.89
1024,1000,0.59,1743.97
2048,1000,0.79,2588.65
4096,1000,1.16,3539.01
8192,1000,1.93,4252.59
16384,1000,3.01,5445.30
32768,1000,4.80,6824.55
65536,640,8.14,8051.29
131072,320,14.70,8917.65
262144,160,14.03,18678.78
524288,80,26.65,19672.84
1048576,40,62.87,16677.99
2097152,20,159.97,13109.73
4194304,10,359.81,11656.87
8388608,5,1003.87,8356.30
16777216,2,2612.14,6422.78
33554432,1,5821.03,5764.34
67108864,1,11959.25,5611.46
134217728,1,23997.74,5592.93
268435456,1,47208.79,5686.13
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.58
2,1000,0.22,9.18
4,1000,0.22,18.23
8,1000,0.22,35.85
16,1000,0.22,71.81
32,1000,0.27,117.29
64,1000,0.28,226.43
128,1000,0.36,353.43
256,1000,0.38,666.45
512,1000,0.47,1099.55
1024,1000,0.57,1793.80
2048,1000,0.79,2607.46
4096,1000,1.16,3530.28
8192,1000,1.94,4232.62
16384,1000,3.01,5441.98
32768,1000,4.78,6860.71
65536,640,8.11,8078.38
131072,320,14.68,8928.35
262144,160,13.89,18876.54
524288,80,26.14,20054.76
1048576,40,60.64,17292.41
2097152,20,160.51,13065.81
4194304,10,355.10,11811.70
8388608,5,1005.27,8344.66
16777216,2,2606.99,6435.47
33554432,1,5797.74,5787.50
67108864,1,11933.62,5623.51
134217728,1,23959.75,5601.80
268435456,1,47102.94,5698.91
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.57
2,1000,0.24,8.34
4,1000,0.22,17.97
8,1000,0.22,36.49
16,1000,0.22,71.34
32,1000,0.27,117.15
64,1000,0.27,234.97
128,1000,0.36,353.30
256,1000,0.38,667.60
512,1000,0.47,1100.74
1024,1000,0.57,1781.59
2048,1000,0.79,2601.72
4096,1000,1.16,3532.13
8192,1000,1.92,4264.33
16384,1000,3.00,5469.05
32768,1000,4.77,6865.62
65536,640,8.10,8092.07
131072,320,14.63,8957.99
262144,160,14.09,18605.25
524288,80,26.49,19794.21
1048576,40,61.40,17076.40
2097152,20,161.18,13011.06
4194304,10,357.06,11746.78
8388608,5,1002.58,8366.98
16777216,2,2604.39,6441.89
33554432,1,5805.21,5780.06
67108864,1,11913.33,5633.09
134217728,1,23959.23,5601.92
268435456,1,47094.26,5699.96
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.62
2,1000,0.22,8.93
4,1000,0.22,18.24
8,1000,0.22,36.47
16,1000,0.22,72.78
32,1000,0.27,119.29
64,1000,0.27,241.02
128,1000,0.37,350.20
256,1000,0.39,661.55
512,1000,0.47,1086.78
1024,1000,0.58,1773.25
2048,1000,0.79,2589.59
4096,1000,1.16,3517.22
8192,1000,1.94,4226.36
16384,1000,3.01,5435.30
32768,1000,4.81,6812.79
65536,640,8.15,8045.17
131072,320,14.68,8926.69
262144,160,14.11,18574.96
524288,80,26.00,20161.81
1048576,40,60.76,17257.11
2097152,20,158.58,13224.28
4194304,10,359.26,11674.71
8388608,5,1003.49,8359.42
16777216,2,2603.93,6443.04
33554432,1,5833.15,5752.37
67108864,1,11973.34,5604.86
134217728,1,24004.71,5591.31
268435456,1,47187.31,5688.72
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.56
2,1000,0.22,9.02
4,1000,0.22,18.13
8,1000,0.22,35.87
16,1000,0.22,71.98
32,1000,0.27,118.62
64,1000,0.27,237.36
128,1000,0.36,353.30
256,1000,0.38,667.79
512,1000,0.46,1106.54
1024,1000,0.58,1768.20
2048,1000,0.79,2603.39
4096,1000,1.16,3532.39
8192,1000,1.93,4234.73
16384,1000,3.01,5438.30
32768,1000,4.81,6816.36
65536,640,8.12,8071.58
131072,320,14.67,8932.29
262144,160,14.10,18593.21
524288,80,26.40,19859.54
1048576,40,61.66,17005.84
2097152,20,159.43,13154.27
4194304,10,358.35,11704.41
8388608,5,1002.71,8365.92
16777216,2,2600.88,6450.58
33554432,1,5786.58,5798.66
67108864,1,11933.15,5623.74
134217728,1,23949.15,5604.28
268435456,1,47056.53,5704.53
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.60
2,1000,0.22,9.16
4,1000,0.22,18.14
8,1000,0.22,36.12
16,1000,0.22,71.51
32,1000,0.27,118.65
64,1000,0.27,241.34
128,1000,0.36,351.51
256,1000,0.38,673.07
512,1000,0.47,1096.05
1024,1000,0.56,1815.63
2048,1000,0.79,2606.51
4096,1000,1.16,3527.41
8192,1000,1.94,4228.09
16384,1000,3.04,5384.44
32768,1000,4.85,6755.39
65536,640,8.18,8011.67
131072,320,14.69,8923.13
262144,160,14.19,18469.18
524288,80,25.95,20203.39
1048576,40,62.66,16734.10
2097152,20,160.24,13087.85
4194304,10,355.64,11793.62
8388608,5,1002.48,8367.82
16777216,2,2605.91,6438.14
33554432,1,5815.42,5769.91
67108864,1,11982.93,5600.37
134217728,1,23955.54,5602.79
268435456,1,47193.16,5688.02
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.22,4.47
2,1000,0.22,9.02
4,1000,0.22,17.82
8,1000,0.23,35.48
16,1000,0.22,71.38
32,1000,0.27,118.80
64,1000,0.27,238.93
128,1000,0.36,353.67
256,1000,0.40,644.21
512,1000,0.47,1085.68
1024,1000,0.57,1783.27
2048,1000,0.79,2602.11
4096,1000,1.16,3526.58
8192,1000,1.94,4214.52
16384,1000,3.03,5411.42
32768,1000,4.84,6773.88
65536,640,8.16,8029.37
131072,320,14.68,8925.66
262144,160,13.87,18893.30
524288,80,26.03,20140.78
1048576,40,60.50,17331.87
2097152,20,159.96,13110.15
4194304,10,359.71,11660.34
8388608,5,1005.12,8345.87
16777216,2,2603.53,6444.02
33554432,1,5809.80,5775.48
67108864,1,11917.27,5631.23
134217728,1,23966.31,5600.27
268435456,1,47142.12,5694.17
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.66
2,1000,0.22,9.11
4,1000,0.21,18.76
8,1000,0.22,36.91
16,1000,0.22,72.27
32,1000,0.27,116.85
64,1000,0.27,234.07
128,1000,0.37,350.62
256,1000,0.40,641.74
512,1000,0.48,1074.71
1024,1000,0.57,1803.54
2048,1000,0.79,2592.22
4096,1000,1.17,3510.10
8192,1000,1.94,4225.30
16384,1000,3.02,5422.14
32768,1000,4.83,6783.01
65536,640,8.16,8033.53
131072,320,14.72,8905.75
262144,160,13.97,18759.06
524288,80,26.19,20022.20
1048576,40,60.78,17251.69
2097152,20,160.21,13090.14
4194304,10,359.88,11654.74
8388608,5,1002.61,8366.73
16777216,2,2603.51,6444.06
33554432,1,5803.80,5781.46
67108864,1,11952.10,5614.82
134217728,1,23960.50,5601.62
268435456,1,47155.64,5692.54
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.24,4.19
2,1000,0.22,9.28
4,1000,0.22,18.00
8,1000,0.22,37.10
16,1000,0.22,72.79
32,1000,0.28,113.25
64,1000,0.28,228.25
128,1000,0.36,352.32
256,1000,0.38,665.03
512,1000,0.47,1091.31
1024,1000,0.58,1778.53
2048,1000,0.79,2603.69
4096,1000,1.16,3533.40
8192,1000,1.92,4262.88
16384,1000,2.98,5505.51
32768,1000,4.78,6860.96
65536,640,8.12,8067.42
131072,320,14.70,8915.15
262144,160,13.84,18946.39
524288,80,25.99,20171.00
1048576,40,60.72,17268.82
2097152,20,161.25,13005.40
4194304,10,356.75,11757.12
8388608,5,1002.15,8370.63
16777216,2,2606.52,6436.63
33554432,1,5832.42,5753.09
67108864,1,11913.87,5632.84
134217728,1,23909.81,5613.50
268435456,1,47136.92,5694.80
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.22,4.62
2,1000,0.22,9.14
4,1000,0.22,18.35
8,1000,0.21,37.26
16,1000,0.22,72.93
32,1000,0.27,117.07
64,1000,0.27,234.21
128,1000,0.36,352.36
256,1000,0.39,654.69
512,1000,0.47,1084.05
1024,1000,0.58,1760.77
2048,1000,0.79,2593.37
4096,1000,1.16,3519.98
8192,1000,1.93,4245.82
16384,1000,3.02,5418.68
32768,1000,4.82,6794.56
65536,640,8.14,8053.80
131072,320,14.69,8920.56
262144,160,13.86,18907.94
524288,80,26.32,19922.34
1048576,40,61.13,17151.86
2097152,20,158.69,13215.00
4194304,10,360.98,11619.20
8388608,5,1006.61,8333.56
16777216,2,2587.92,6482.90
33554432,1,5803.63,5781.63
67108864,1,11960.64,5610.81
134217728,1,23979.91,5597.09
268435456,1,47211.30,5685.83
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.21,0.00
1,1000,0.21,4.69
2,1000,0.21,9.34
4,1000,0.21,18.70
8,1000,0.22,36.74
16,1000,0.22,73.63
32,1000,0.27,118.87
64,1000,0.27,235.89
128,1000,0.36,353.99
256,1000,0.38,668.59
512,1000,0.46,1105.15
1024,1000,0.57,1794.27
2048,1000,0.79,2607.23
4096,1000,1.16,3536.46
8192,1000,1.92,4268.95
16384,1000,2.98,5490.33
32768,1000,4.79,6845.33
65536,640,8.12,8072.16
131072,320,14.69,8920.52
262144,160,14.08,18616.02
524288,80,25.57,20501.28
1048576,40,60.94,17207.93
2097152,20,160.82,13040.02
4194304,10,360.76,11626.39
8388608,5,1008.45,8318.29
16777216,2,2608.52,6431.69
33554432,1,5823.62,5761.78
67108864,1,11974.06,5604.52
134217728,1,23986.05,5595.66
268435456,1,47198.34,5687.39
#bytes,#repetitions,t[usec],Mbytes/sec
0,1000,0.22,0.00
1,1000,0.21,4.69
2,1000,0.21,9.37
4,1000,0.22,17.92
8,1000,0.22,36.13
16,1000,0.22,71.40
32,1000,0.27,120.00
64,1000,0.27,237.93
128,1000,0.36,356.32
256,1000,0.38,672.51
512,1000,0.47,1094.62
1024,1000,0.57,1794.15
2048,1000,0.79,2607.10
